Season,TeamID1,TeamID2,result,win_pct_A_1,win_pct_N_1,win_pct_H_1,win_pct_All_1,win_pct_A_2,win_pct_N_2,win_pct_H_2,win_pct_All_2,Score_A_1,relScore_A_1,Score_N_1,relScore_N_1,Score_H_1,relScore_H_1,Score_All_1,relScore_All_1,Score_A_2,relScore_A_2,Score_N_2,relScore_N_2,Score_H_2,relScore_H_2,Score_All_2,relScore_All_2,FGM_1,FGA_1,FGM3_1,FGA3_1,FTM_1,FTA_1,OR_1,DR_1,Ast_1,TO_1,Stl_1,Blk_1,PF_1,goal_rate_1,3p_goal_rate_1,ft_goal_rate_1,FGM_2,FGA_2,FGM3_2,FGA3_2,FTM_2,FTA_2,OR_2,DR_2,Ast_2,TO_2,Stl_2,Blk_2,PF_2,goal_rate_2,3p_goal_rate_2,ft_goal_rate_2,OrdinalRank_127_128_1,maxRank_127_128_1,RankMax_1,RankMin_1,RankStd_1,RankMean_1,RankTrans_50_51_to_127_128_1,RankTrans_15_16_to_127_128_1,OrdinalRank_127_128_2,maxRank_127_128_2,RankMax_2,RankMin_2,RankStd_2,RankMean_2,RankTrans_50_51_to_127_128_2,RankTrans_15_16_to_127_128_2,OrdinalRank_127_128_diff
2003,1421,1411,1,0.125,1.0,0.8333333333333334,0.4482758620689655,0.3333333333333333,0.75,0.7857142857142857,0.6,64.75,-15.75,81.0,1.0,79.0,3.4166666666666665,71.20689655172414,-7.241379310344827,67.0,-4.583333333333333,83.0,4.5,74.85714285714286,6.857142857142857,72.8,1.9666666666666666,24.379310344827587,56.793103448275865,6.482758620689655,18.0,15.96551724137931,20.93103448275862,12.275862068965518,23.17241379310345,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,0.4327684296107408,0.36349405990520023,0.7661421288555388,24.733333333333334,55.266666666666666,5.933333333333334,18.5,17.4,28.066666666666666,13.166666666666666,24.8,14.2,15.233333333333333,6.433333333333334,2.2333333333333334,18.3,0.44889159956588187,0.3214140481401413,0.6137454482784717,0.8501529051987767,327.0,296.0,214.0,25.951031654946682,267.92857142857144,0.08868501529051986,-1.0,0.9174311926605505,327.0,324.0,284.0,12.782199160731908,307.0,-0.07339449541284404,-1.0,-0.06727828746177378
2003,1112,1436,1,0.9166666666666666,0.0,0.9333333333333333,0.8928571428571429,0.5,0.6,0.9,0.6551724137931034,82.41666666666667,12.0,89.0,-7.0,87.2,18.8,85.21428571428571,14.964285714285714,63.142857142857146,-1.7142857142857142,71.2,6.8,72.6,12.5,67.79310344827586,4.655172413793103,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,0.46356260622590056,0.35106036156227977,0.7011537803069258,24.82758620689655,55.86206896551724,5.275862068965517,15.482758620689655,12.862068965517242,19.551724137931036,12.96551724137931,25.724137931034484,14.206896551724139,14.068965517241379,6.862068965517241,2.9655172413793105,15.89655172413793,0.44637204493637384,0.3579196496333208,0.6497077949051302,0.009174311926605505,327.0,4.0,1.0,0.8254203058555569,2.7142857142857144,0.0,-1.0,0.5749235474006116,327.0,208.0,176.0,9.740873440539891,195.5,-0.061162079510703404,-1.0,-0.5657492354740061
2003,1113,1272,1,0.4,0.5,0.8,0.6206896551724138,0.6363636363636364,1.0,0.875,0.7931034482758621,72.2,-0.7,75.0,0.75,78.73333333333333,13.4,75.96551724137932,6.793103448275862,74.0,2.090909090909091,66.0,6.5,75.9375,13.5,74.51724137931035,8.689655172413794,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278,0.4816798952814811,0.3283762214796698,0.6756674740742806,26.275862068965516,60.0,7.0,20.06896551724138,14.96551724137931,22.896551724137932,14.068965517241379,25.96551724137931,16.620689655172413,13.793103448275861,7.379310344827586,5.068965517241379,18.75862068965517,0.43945740965322166,0.34344094356002186,0.6282988989026953,0.0764525993883792,327.0,65.0,13.0,17.031322146736997,33.714285714285715,-0.08256880733944955,-1.0,0.07033639143730887,327.0,60.0,18.0,11.603570878951755,39.214285714285715,-0.0489296636085627,-1.0,0.006116207951070332
2003,1141,1166,1,0.6428571428571429,1.0,0.9166666666666666,0.7931034482758621,0.6363636363636364,1.0,1.0,0.8787878787878788,75.78571428571429,0.14285714285714285,86.0,16.333333333333332,81.83333333333333,10.5,79.34482758620689,6.103448275862069,71.54545454545455,6.909090909090909,77.2,15.6,84.82352941176471,19.88235294117647,79.24242424242425,14.909090909090908,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931,0.5063490902598006,0.37748146802266025,0.7627405842370413,28.696969696969695,57.45454545454545,7.96969696969697,20.484848484848484,13.878787878787879,20.03030303030303,10.878787878787879,23.181818181818183,16.818181818181817,13.363636363636363,8.393939393939394,4.454545454545454,17.272727272727273,0.4983085727495132,0.38491379754034927,0.6897069286378965,0.20489296636085627,327.0,170.0,67.0,32.34056412482762,125.28571428571429,-0.2629969418960245,-1.0,0.10397553516819572,327.0,34.0,8.0,9.341212006920824,19.214285714285715,0.07339449541284404,-1.0,0.10091743119266056
2003,1143,1301,1,0.6363636363636364,0.25,0.9285714285714286,0.7241379310344828,0.3,0.5,0.8125,0.6,76.0909090909091,2.727272727272727,67.75,-3.0,75.14285714285714,8.5,74.48275862068965,4.724137931034483,62.3,-8.4,73.75,-1.5,78.375,13.875,72.4,4.4,27.344827586206897,58.724137931034484,6.413793103448276,17.03448275862069,13.379310344827585,19.517241379310345,11.241379310344827,24.379310344827587,16.0,14.172413793103448,6.551724137931035,2.793103448275862,17.103448275862068,0.46874091138753904,0.3759344264148363,0.6886317367958213,24.333333333333332,53.333333333333336,7.966666666666667,22.5,15.766666666666667,20.466666666666665,9.733333333333333,22.033333333333335,14.666666666666666,14.2,7.766666666666667,3.066666666666667,18.666666666666668,0.4585071113040031,0.3505637982101566,0.7781475873041654,0.11314984709480122,327.0,61.0,30.0,10.276667266672113,44.92857142857143,-0.07339449541284404,-1.0,0.1162079510703364,327.0,49.0,14.0,10.425033270034138,30.714285714285715,0.06116207951070336,-1.0,-0.003058103975535173
2003,1163,1140,1,0.45454545454545453,0.6666666666666666,0.875,0.7,0.5454545454545454,0.6666666666666666,0.9285714285714286,0.7419354838709677,75.18181818181819,2.272727272727273,73.0,2.6666666666666665,84.6875,14.125,80.03333333333333,8.633333333333333,69.54545454545455,1.1818181818181819,71.0,4.833333333333333,75.35714285714286,16.428571428571427,72.45161290322581,8.774193548387096,29.533333333333335,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.733333333333333,18.4,0.474887046925754,0.38692733762998943,0.6698859424330409,24.032258064516128,51.25806451612903,6.193548387096774,16.129032258064516,18.193548387096776,24.161290322580644,10.870967741935484,24.419354838709676,13.419354838709678,13.741935483870968,6.935483870967742,2.5161290322580645,21.419354838709676,0.471151546523916,0.3809370940487989,0.753252918378501,0.0672782874617737,327.0,30.0,10.0,6.501479121648454,19.5,0.030581039755351674,-1.0,0.10703363914373089,327.0,55.0,33.0,6.253350750149522,43.785714285714285,-0.058103975535168204,-1.0,-0.03975535168195719
2003,1181,1161,1,0.3333333333333333,1.0,1.0,0.8,0.25,1.0,0.75,0.5666666666666667,76.33333333333333,1.0,84.66666666666667,14.333333333333334,84.26666666666667,16.8,81.96666666666667,11.566666666666666,66.08333333333333,-10.583333333333334,80.0,4.5,79.1875,9.875,74.0,1.3333333333333333,27.366666666666667,60.333333333333336,7.333333333333333,20.6,19.9,28.066666666666666,13.766666666666667,23.1,13.833333333333334,14.033333333333333,8.5,5.133333333333334,21.266666666666666,0.45956027611556916,0.36559476179314415,0.6954807067059505,26.4,52.1,4.2,11.566666666666666,17.0,24.266666666666666,10.8,23.466666666666665,15.5,16.133333333333333,5.333333333333333,4.233333333333333,20.566666666666666,0.5078932197899461,0.36046536796536793,0.6975173525509456,0.03058103975535168,327.0,10.0,1.0,2.741620600390126,3.857142857142857,0.027522935779816512,-1.0,0.3425076452599388,327.0,128.0,74.0,15.477917626926896,102.78571428571429,0.11620795107033638,-1.0,-0.3119266055045871
2003,1211,1153,1,0.8181818181818182,0.42857142857142855,0.8461538461538461,0.7419354838709677,0.3,0.6666666666666666,0.8,0.6071428571428571,74.72727272727273,6.909090909090909,73.42857142857143,2.5714285714285716,81.0,13.923076923076923,77.06451612903226,8.870967741935484,62.4,-3.4,68.0,11.666666666666666,70.46666666666667,10.8,67.32142857142857,5.821428571428571,26.06451612903226,55.45161290322581,7.161290322580645,19.06451612903226,17.774193548387096,24.64516129032258,11.935483870967742,25.322580645161292,15.741935483870968,14.548387096774194,6.806451612903226,3.5161290322580645,18.64516129032258,0.47075081389724643,0.36994890806980746,0.7179183620729219,22.892857142857142,56.67857142857143,6.678571428571429,19.5,14.857142857142858,21.535714285714285,12.142857142857142,23.392857142857142,12.285714285714286,10.607142857142858,5.178571428571429,4.25,18.964285714285715,0.40576771553685476,0.35248207725372505,0.6856177045558365,0.15902140672782875,327.0,52.0,34.0,5.891416740376733,43.357142857142854,0.05504587155963303,-1.0,0.09480122324159021,327.0,36.0,18.0,4.881001518559057,24.142857142857142,0.015290519877675837,-1.0,0.06422018348623854
2003,1228,1443,1,0.3333333333333333,1.0,1.0,0.8,0.4166666666666667,0.75,1.0,0.7419354838709677,68.77777777777777,-1.1111111111111112,75.57142857142857,12.857142857142858,79.64285714285714,24.357142857142858,75.43333333333334,14.033333333333333,71.75,-4.666666666666667,71.5,11.5,74.6,14.466666666666667,73.09677419354838,6.67741935483871,27.1,55.8,7.433333333333334,20.166666666666668,13.8,19.1,9.733333333333333,25.4,18.266666666666666,13.166666666666666,7.0,3.1,19.133333333333333,0.484964417287028,0.37230691811485234,0.7199976420023859,25.70967741935484,55.903225806451616,7.709677419354839,21.032258064516128,13.96774193548387,21.096774193548388,12.161290322580646,23.258064516129032,14.193548387096774,15.161290322580646,7.064516129032258,3.5483870967741935,18.451612903225808,0.46462121819985713,0.3685073254615197,0.6608989698997838,0.01834862385321101,327.0,20.0,6.0,4.304355065218544,13.714285714285714,-0.021406727828746176,-1.0,0.1743119266055046,327.0,84.0,57.0,8.519209064045974,69.5,-0.02140672782874617,-1.0,-0.1559633027522936
2003,1242,1429,1,0.7777777777777778,0.42857142857142855,0.9285714285714286,0.7666666666666667,0.5,1.0,0.8461538461538461,0.7333333333333333,76.33333333333333,12.555555555555555,77.0,7.142857142857143,86.71428571428571,20.428571428571427,81.33333333333333,14.966666666666667,60.916666666666664,1.25,68.6,6.2,69.61538461538461,10.0,65.96666666666667,5.866666666666666,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,0.4873331904671726,0.34064319537145626,0.661631264347946,23.7,51.93333333333333,4.033333333333333,12.133333333333333,14.533333333333333,20.233333333333334,12.633333333333333,22.366666666666667,13.9,12.233333333333333,5.066666666666666,2.0,16.1,0.4562855130463342,0.323404399035204,0.7073486545876281,0.0061162079510703364,327.0,3.0,1.0,0.7559289460184545,1.5714285714285714,0.0,-1.0,0.40672782874617736,327.0,137.0,98.0,10.985755012142459,119.92857142857143,0.045871559633027525,-1.0,-0.40061162079510704
